+18.280422,-066.346513
+21.115289,-157.484404
+21.115289_-157.484404
+27.822726,-081.634654
+30.722814,-091.508833
+30.905244,-097.365594
+32.590954,-089.579514
+33.008097,-086.756826
+33.368266,-111.864310
+33.376825,-083.882712
+34.025176,-081.011022
+34.632744,-106.354349
+35.142580,-092.655243
+35.463595,-119.325359
+35.543075,-079.658232
+35.598464,-096.836786
+35.808090,-086.359136
+37.043481,-116.191720
+37.810313,-077.811160
+37.824499,-085.248467
+38.423798,-092.198469
+38.464949,-096.462812
+38.795594,-080.731308
+38.910270,-077.014468
+39.140769,-076.797763
+39.358946,-075.556835
+39.513420,-105.208056
+40.149246,-086.259514
+40.401359,-111.927035
+40.431810,-074.432208
+40.455191,-082.773339
+40.456756,-077.009680
+41.174300,-097.315578
+41.286759,-088.390334
+41.497001,-072.870342
+41.501299,-074.620909
+41.753609,-071.450869
+41.946066,-093.036629
+42.272291,-071.363370
+42.697026,-107.019126
+42.873187,-084.203434
+43.154858,-071.461974
+43.721933,-089.018997
+44.014397,-099.002355
+44.094874,-072.816417
+44.218532,-115.178681
+44.299950,-069.736482
+44.743243,-122.585214
+45.203555,-093.571903
+46.787064,-111.296213
+47.330750,-121.619994
+47.348468,-099.309504
+61.399882,-148.873973
38.951551,-92.328594
+61.399882,-148.873973
+61.399882,-148.873973
+61.399882,-148.873973
46.877186,-96.789803
46.877186,-96.789803
38.627003,-90.199402
38.627003,-90.199402
39.099728,-94.578568
39.099728,-94.578568
29.760427,-95.369804
29.760427,-95.369804
38.626648,-90.206966
46.877186,-96.789803
