Node,Type,Value,HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
LZ_HOUSTON,LZ,,19.5525,19.165,19.75,20.3125,21.2775,24.7575,44.61,40.11,34.1325,27.3975,23.6975,23.7075,22.1,20.565,19.7375,19.435,19.8975,21.96,22.5675,22.175,21.665,21.095,21.7075,22.525
LZ_HOUSTON,LZ,,21.9775,21.5375,21.42,21.2875,21.255,22.6275,25.2975,32.5925,44.9,36.1425,28.095,21.8175,20.4275,20.695,20.4475,20.305,20.2025,22.44,31.1875,25.5675,23.8525,23.1725,32.14,26.0475
LZ_HOUSTON,LZ,,22.97,23.845,24.95,25.5125,21.8675,21.67,23.5475,23.795,24.505,23.8625,22.7075,21.6575,20.88,20.2225,19.6925,19.1025,18.735,19.9525,20.77,21.4425,21.3125,20.4125,17.6925,15.785
LZ_HOUSTON,LZ,,15.88,15.9425,15.5525,15.395,15.92,18.695,26.925,28.1825,20.7275,18.875,16.69,12.725,12.94,13.445,13.65,15.28,15.535,18,23.5625,22.3525,21.82,21.2825,21.5975,19.605
LZ_HOUSTON,LZ,,20.1775,19.45,19.6125,21.1425,22.035,35.1025,171.835,75.405,33.365,26.7925,23.1675,21.2,20.305,19.605,19.1775,18.8725,19.99,39.4825,64.42,28.645,26.275,22.81,20.4575,19.0125
LZ_HOUSTON,LZ,,18.7975,19.32,20,20.8475,21.15,24.195,52.1775,31.235,30.2475,28.8725,22.4025,20.125,19.475,19.5,18.815,18.895,20.045,76.1275,29.59,21.8875,64.775,67.475,22.3075,17.14
LZ_HOUSTON,LZ,,17.1775,16.815,16.7625,16.845,16.83,18.44,20.915,21.455,22.2425,24.7525,21.7875,21.8225,21.335,21.7775,22.1325,22.725,31.55,45.07,38.17,22.84,22.7375,20.8575,20.4725,20.31
LZ_HOUSTON,LZ,,19.63,19.5275,19.81,19.705,19.34,18.8525,20.7725,21.265,20.995,20.7525,20.71,20.7475,20.0225,19.9375,20.1375,20.0775,20.465,21.95,21.5925,20.7475,18.6825,17.2475,17.6675,26.8975
LZ_HOUSTON,LZ,,22.375,18.3475,18.5125,18.325,18.3875,16.9375,17.085,18.7425,20.5825,25.5675,23.4825,22.0225,20.755,20.17,20.41,21.1425,21.0225,32.645,64.7325,22.6525,21.12,20.32,16.805,16.47
LZ_HOUSTON,LZ,,14.9775,14.1025,14.49,13.645,14.8575,12.2175,15.0525,17.1325,18.9675,19.8775,19.35,18.56,18.065,17.745,17.9925,18.2,18.9125,19.7,22.56,20.7325,18.7825,18.5525,17.2625,13.1025
LZ_HOUSTON,LZ,,3.455,0.2425,1.2525,11.8025,14.865,18.965,23.445,21.385,20.9875,33.2025,24.8025,27.1575,23.075,21.5425,20.29,19.195,18.5525,18.47,19.8875,19.4475,19.35,18.065,19.0625,17.725
LZ_HOUSTON,LZ,,16.7875,15.38,14.5225,16.24,16.415,17.5275,21.41,19.765,20.325,27.225,28.9625,20.9,19.54,18.76,18.3925,19.4,21.395,29.4025,54.6725,26.23,21.385,19.3775,18.945,16.8475
LZ_HOUSTON,LZ,,12.055,14.63,12.06,13.7625,15.8475,17.8025,20.96,23.7325,19.415,19.6775,19.91,19.19,20.2325,19.4775,18.695,19.0775,18.12,17.525,20.67,20.325,17.855,17.9375,18.585,15.34
LZ_HOUSTON,LZ,,8.125,7.5925,2.0175,13.7775,13.9125,17.895,25.5025,33.2225,29.04,22.1175,20.63,19.91,19.74,18.44,17.255,16.57,16.1825,17.4725,19.56,19.26,19.5125,19.34,18.4725,17.335
LZ_HOUSTON,LZ,,17.355,17.59,17.64,18.3375,19.13,20.1725,34.9625,29.8575,48.8625,50.155,117.9725,27.2975,30.7925,28.4025,21.94,21.26,23.705,40.135,59.2775,25.72,25.595,26.05,30.615,22.7375
LZ_HOUSTON,LZ,,22.5275,21.9525,21.1775,20.915,20.8175,20.8375,24.95,38.945,52.84,73.41,34.7325,23.3825,23.845,21.9925,20.3525,19.4025,19.9925,23.315,40.595,35.725,48.7825,24.9075,26.52,39.915
LZ_HOUSTON,LZ,,33.79,36.6775,26.6225,23.4875,22.54,21.3125,28.55,23.115,31.35,35.435,32.035,46.96,39.2875,39.94,49.96,34.23,28.18,22.33,27.2425,22.48,21.3125,25.9875,34.6025,21.125
LZ_HOUSTON,LZ,,70.1525,21.1075,19.9625,19.4025,20.2675,31.6375,235.9975,98.2,25.735,58.5075,41.47,24.0625,19.87,19.0475,18.135,18.25,19.07,19.985,23.29,24.085,21.8725,19.5625,16.81,13.6925
LZ_HOUSTON,LZ,,6.5325,2.585,10.2,10.2825,1.2625,9.5525,17.2875,19.1425,20.1025,19.42,19.1975,19.1325,18.4875,18.38,18.3275,18,18.2825,19.0975,25.09,20.7075,18.6375,18.115,16.5675,15.3925
LZ_HOUSTON,LZ,,15.9875,15.6825,15.9475,16.335,17.4425,20.29,29.5925,24.67,22.745,22.8425,18.2025,15.76,16.3025,15.355,14.17,14.075,20.5675,23.3025,25.17,25.8475,26.6625,24.6975,17.855,15.8725
LZ_HOUSTON,LZ,,14.9025,11.395,10.71,11.305,14.5275,16.975,22.39,20.5525,19.24,18.88,19.245,20.475,18.6075,18.5775,18.7725,18.915,20.625,24.395,35.17,20.925,20.48,19.7775,19.845,19.765
LZ_HOUSTON,LZ,,18.6625,18.2775,18.175,17.8275,17.55,18.215,19.8575,20.155,22.5725,20.8925,19.045,18.19,17.555,18.2175,18.7925,19.0925,18.8075,17.6475,18.28,17.94,18.05,18.945,19.93,20.3675
LZ_HOUSTON,LZ,,20.205,21.145,23.885,30.7775,21.365,21.08,20.845,45.4925,82.755,238.7575,170.5325,31.7275,34.8575,30.695,25.1125,25.6025,20.775,19.9425,84.5575,41.6125,25.7925,24.695,19.345,18.565
LZ_HOUSTON,LZ,,18.7225,19.5825,18.1075,17.0575,17.46,18.3075,19.0025,19.48,20.075,20.685,20.0225,19.1925,19.1225,19.315,18.89,18.255,18.6625,19.275,19.435,18.0875,18.015,16.7275,16.235,14.8825
LZ_HOUSTON,LZ,,13.0425,12.16,11.36,11.285,13.265,16.1,18.34,19.9275,20.19,20.1375,20.37,20.5175,19.8725,19.7775,19.46,19.2275,19.0925,19.3475,27.245,26.6625,22.785,20.1525,18.835,18.0525
LZ_HOUSTON,LZ,,17.8975,17.7875,17.4975,17.395,17.2875,17.97,24.52,26.56,25.705,31.755,62.575,52.2125,39.36,41.77,27.6,27.35,30.1625,25.2125,45.3975,29.785,26.2375,24.58,25.8175,20.6175
LZ_HOUSTON,LZ,,18.85,17.1675,16.905,16.8525,16.6175,18.25,22.6525,21.9625,19.635,19.1225,18.5475,17.79,17.15,17.035,16.8,16.78,17.725,18.4025,20.025,18.9225,18.125,17.21,16.7675,15.455
LZ_HOUSTON,LZ,,14.7525,11.8425,9.645,13.7975,14.645,16.4375,18.69,18.9225,19.2775,20.4925,19.085,18.2625,17.8925,17.5975,17.345,17.1775,17.215,17.85,20.265,20.13,19.8225,18.59,18.6325,17.495
LZ_HOUSTON,LZ,,16.8025,17.505,17.9775,18.09,18.9725,20.7975,27.01,27.365,24.7075,26.5625,30.9225,29.23,27.5425,34.5675,28.8625,25.5025,22.1025,22.0875,23.495,21.2075,20.0775,19.2725,19.1125,19.07
LZ_HOUSTON,LZ,,18.9625,17.96,17.49,16.385,15.9325,16.1625,16.8675,17.66,17.9275,18.0225,18.8175,18.4525,17.5675,16.165,15.035,13.45,10.8875,13.3025,18.59,19.6175,20.5625,20.6875,20.605,20.6525
LZ_HOUSTON,LZ,,20.2625,18.805,18.4925,18.2725,18.3525,17.9875,18.085,19.055,20.74,20.5725,19.0725,18.33,18.205,18.07,17.6775,16.8475,16.2225,16.56,18.505,18.2925,17.3325,17.125,16.475,15.3725
